priority,research_batch,coverage_level,keyword,keyword_type,intent,service_slug,service_name,category,core_service,location,location_slug,location_tier,parent_municipality,region,page_strategy,suggested_url,volume,keyword_difficulty,cpc_usd,in_semrush_export
2,288,municipality,richmond hill kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,288,municipality,scarborough kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,288,municipality,toronto kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Toronto,toronto,municipality,,Toronto,target on existing city page,/locations/toronto/toronto/,,,,no
2,288,municipality,vaughan kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,288,municipality,whitby kitchen island installation,service+location,Commercial,kitchen-island-installation,Kitchen Island Installation,Kitchen,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,288,municipality,ajax kitchen plumbing installation,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Ajax,ajax,municipality,,Durham Region,target on existing city page,/locations/durham-region/ajax/,,,,no
2,288,municipality,brampton kitchen plumbing installation,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Brampton,brampton,municipality,,Peel Region,target on existing city page,/locations/peel-region/brampton/,,,,no
2,288,municipality,burlington kitchen plumbing installation,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Burlington,burlington,municipality,,Halton Region,target on existing city page,/locations/halton-region/burlington/,,,,no
2,288,municipality,etobicoke kitchen plumbing installation,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Etobicoke,etobicoke,municipality,,Toronto,target on existing city page,/locations/toronto/etobicoke/,,,,no
2,288,municipality,kitchen plumbing installation contractors ajax,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Ajax,ajax,municipality,,Durham Region,target on existing city page,/locations/durham-region/ajax/,,,,no
2,288,municipality,kitchen plumbing installation contractors brampton,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Brampton,brampton,municipality,,Peel Region,target on existing city page,/locations/peel-region/brampton/,,,,no
2,288,municipality,kitchen plumbing installation contractors burlington,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Burlington,burlington,municipality,,Halton Region,target on existing city page,/locations/halton-region/burlington/,,,,no
2,288,municipality,kitchen plumbing installation contractors etobicoke,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Etobicoke,etobicoke,municipality,,Toronto,target on existing city page,/locations/toronto/etobicoke/,,,,no
2,288,municipality,kitchen plumbing installation contractors markham,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,288,municipality,kitchen plumbing installation contractors milton,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,288,municipality,kitchen plumbing installation contractors mississauga,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,288,municipality,kitchen plumbing installation contractors north york,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,288,municipality,kitchen plumbing installation contractors oakville,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,288,municipality,kitchen plumbing installation contractors oshawa,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,289,municipality,kitchen plumbing installation contractors pickering,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
2,289,municipality,kitchen plumbing installation contractors richmond hill,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,289,municipality,kitchen plumbing installation contractors scarborough,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,289,municipality,kitchen plumbing installation contractors vaughan,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,289,municipality,kitchen plumbing installation contractors whitby,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,289,municipality,kitchen plumbing installation in ajax,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Ajax,ajax,municipality,,Durham Region,target on existing city page,/locations/durham-region/ajax/,,,,no
2,289,municipality,kitchen plumbing installation in brampton,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Brampton,brampton,municipality,,Peel Region,target on existing city page,/locations/peel-region/brampton/,,,,no
2,289,municipality,kitchen plumbing installation in burlington,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Burlington,burlington,municipality,,Halton Region,target on existing city page,/locations/halton-region/burlington/,,,,no
2,289,municipality,kitchen plumbing installation in etobicoke,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Etobicoke,etobicoke,municipality,,Toronto,target on existing city page,/locations/toronto/etobicoke/,,,,no
2,289,municipality,kitchen plumbing installation in markham,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,289,municipality,kitchen plumbing installation in milton,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,289,municipality,kitchen plumbing installation in mississauga,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,289,municipality,kitchen plumbing installation in north york,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
2,289,municipality,kitchen plumbing installation in oakville,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Oakville,oakville,municipality,,Halton Region,target on existing city page,/locations/halton-region/oakville/,,,,no
2,289,municipality,kitchen plumbing installation in oshawa,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Oshawa,oshawa,municipality,,Durham Region,target on existing city page,/locations/durham-region/oshawa/,,,,no
2,289,municipality,kitchen plumbing installation in pickering,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Pickering,pickering,municipality,,Durham Region,target on existing city page,/locations/durham-region/pickering/,,,,no
2,289,municipality,kitchen plumbing installation in richmond hill,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Richmond Hill,richmond-hill,municipality,,York Region,target on existing city page,/locations/york-region/richmond-hill/,,,,no
2,289,municipality,kitchen plumbing installation in scarborough,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Scarborough,scarborough,municipality,,Toronto,target on existing city page,/locations/toronto/scarborough/,,,,no
2,289,municipality,kitchen plumbing installation in toronto,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Toronto,toronto,municipality,,Toronto,target on existing city page,/locations/toronto/toronto/,,,,no
2,289,municipality,kitchen plumbing installation in vaughan,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Vaughan,vaughan,municipality,,York Region,target on existing city page,/locations/york-region/vaughan/,,,,no
2,289,municipality,kitchen plumbing installation in whitby,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Whitby,whitby,municipality,,Durham Region,target on existing city page,/locations/durham-region/whitby/,,,,no
2,289,municipality,markham kitchen plumbing installation,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Markham,markham,municipality,,York Region,target on existing city page,/locations/york-region/markham/,,,,no
2,289,municipality,milton kitchen plumbing installation,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Milton,milton,municipality,,Halton Region,target on existing city page,/locations/halton-region/milton/,,,,no
2,289,municipality,mississauga kitchen plumbing installation,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,Mississauga,mississauga,municipality,,Peel Region,target on existing city page,/locations/peel-region/mississauga/,,,,no
2,289,municipality,north york kitchen plumbing installation,service+location,Commercial,kitchen-plumbing-installation,Kitchen Plumbing Installation,Plumbing,no,North York,north-york,municipality,,Toronto,target on existing city page,/locations/toronto/north-york/,,,,no
